#GENE	DISEASE	TYPE	ID	INH
FGB	Hypofibrinogenemia, congenital	disease	202400 	AR
FGB	Dysfibrinogenemia, congenital	disease	616004 	
FGB	Afibrinogenemia, congenital	disease	202400 	AR
FGA	Hypodysfibrinogenemia, congenital	disease	616004 	
FGA	Dysfibrinogenemia, congenital	disease	616004 	
FGA	Amyloidosis, familial visceral	disease	105200 	AD
FGA	Afibrinogenemia, congenital	disease	202400 	AR
FGG	Dysfibrinogenemia, congenital	disease	616004 	
FGG	Hypodysfibrinogenemia	disease	616004 	
FGG	Hypofibrinogenemia, congenital	disease	202400 	AR
FGG	Afibrinogenemia, congenital	disease	202400 	AR
LRAT	Leber congenital amaurosis 14	disease	613341 	AR
LRAT	Retinal dystrophy, early-onset severe	disease	613341 	AR
LRAT	Retinitis pigmentosa, juvenile	disease	613341 	AR
GUCY1A1	Moyamoya 6 with achalasia	disease	615750 	AR
TDO2	Hypertryptophanemia	non-disease	600627 	AR
GLRB	Hyperekplexia 2	disease	614619 	AR
GRIA2	Neurodevelopmental disorder with language impairment and behavioral abnormalities	disease	618917 	AD
ETFDH	Glutaric acidemia IIC	disease	231680 	AR
RAPGEF2	Epilepsy, familial adult myoclonic, 7	provisional	618075 	AD
MSMO1	Microcephaly, congenital cataract, and psoriasiform dermatitis	disease	616834 	AR
CPE	BDV syndrome	disease	619326 	AR
TLL1	Atrial septal defect 6	disease	613087 	AD
PALLD	Pancreatic cancer, susceptibility to, 1	susceptibility	606856 	AD
NEK1	Short-rib thoracic dysplasia 6 with or without polydactyly	disease	263520 	AR;DR
NEK1	Amyotrophic lateral sclerosis, susceptibility to, 24	susceptibility	617892 	AD
CLCN3	Neurodevelopmental disorder with seizures and brain abnormalities	disease	619517 	AR
CLCN3	Neurodevelopmental disorder with hypotonia and brain abnormalities	disease	619512 	AD
HPGD	Digital clubbing, isolated congenital	provisional	119900 	AR
HPGD	Hypertrophic osteoarthropathy, primary, autosomal recessive 1	disease	259100 	AR
HPGD	Cranioosteoarthropathy	disease	259100 	AR
VEGFC	Lymphatic malformation 4	disease	615907 	AD
AGA	Aspartylglucosaminuria	disease	208400 	AR
TENM3	Microphthalmia, syndromic 15	disease	615145 	AR
TENM3	Microphthalmia, isolated, with coloboma 9	provisional	615145 	AR
TRAPPC11	Muscular dystrophy, limb-girdle, autosomal recessive 18	disease	615356 	AR
PRIMPOL	Myopia 22, autosomal dominant	disease	615420 	AD
SLC25A4	Mitochondrial DNA depletion syndrome 12B (cardiomyopathic type) AR	disease	615418 	AR
SLC25A4	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 2	disease	609283 	AD
SLC25A4	Mitochondrial DNA depletion syndrome 12A (cardiomyopathic type) AD	disease	617184 	AD
UFSP2	Hip dysplasia, Beukes type	provisional	142669 	AD
UFSP2	Spondyloepimetaphyseal dysplasia, Di Rocco type	provisional	617974 	AD
TLR3	HIV1 infection, resistance to	susceptibility	609423 	
TLR3	Immunodeficiency 83, susceptibility to viral infections	susceptibility	613002 	AR;AD
CYP4V2	Bietti crystalline corneoretinal dystrophy	disease	210370 	AR
KLKB1	Fletcher factor (prekallikrein) deficiency	disease	612423 	AR
F11	Factor XI deficiency, autosomal dominant	disease	612416 	
F11	Factor XI deficiency, autosomal recessive	disease	612416 	
SDHA	Cardiomyopathy, dilated, 1GG	disease	613642 	AR
SDHA	Mitochondrial complex II deficiency, nuclear type 1	disease	252011 	AR
SDHA	Neurodegeneration with ataxia and late-onset optic atrophy	disease	619259 	AD
SDHA	Paragangliomas 5	disease	614165 	AD
SLC9A3	Diarrhea 8, secretory sodium, congenital	disease	616868 	AR
TRIP13	Oocyte maturation defect 9	disease	619011 	AR
TRIP13	Mosaic variegated aneuploidy syndrome 3	disease	617598 	AR
SLC6A19	Iminoglycinuria, digenic	disease	242600 	AR;DR
SLC6A19	Hartnup disorder	disease	234500 	AR
SLC6A19	Hyperglycinuria	disease	138500 	AD
TERT	Dyskeratosis congenita, autosomal dominant 2	disease	613989 	AR;AD
TERT	Dyskeratosis congenita, autosomal recessive 4	disease	613989 	AR;AD
TERT	Melanoma, cutaneous malignant, 9	susceptibility	615134 	
TERT	Pulmonary fibrosis and/or bone marrow failure, telomere-related, 1	disease	614742 	AD
TERT	Leukemia, acute myeloid	susceptibility	601626 	SMU;AD
SLC6A3	Parkinsonism-dystonia, infantile, 1	disease	613135 	AR
SLC6A3	Nicotine dependence, protection against	susceptibility	188890 	
NDUFS6	Mitochondrial complex I deficiency, nuclear type 9	disease	618232 	AR
NSUN2	Mental retardation, autosomal recessive 5	disease	611091 	AR
MTRR	Homocystinuria-megaloblastic anemia, cbl E type	disease	236270 	AR
MTRR	Neural tube defects, folate-sensitive, susceptibility to	susceptibility	601634 	AR
CCT5	Neuropathy, hereditary sensory, with spastic paraplegia	disease	256840 	AR
MARCHF6	Epilepsy, familial adult myoclonic, 3	disease	613608 	AD
DNAH5	Ciliary dyskinesia, primary, 3, with or without situs inversus	disease	608644 	AR
TRIO	Intellectual developmental disorder, autosomal dominant 44, with microcephaly	disease	617061 	AD
TRIO	Intellectual developmental disorder, autosomal dominant 63, with macrocephaly	disease	618825 	AD
OTULIN	Autoinflammation, panniculitis, and dermatosis syndrome	disease	617099 	AR
ANKH	Chondrocalcinosis 2	disease	118600 	AD
ANKH	Craniometaphyseal dysplasia	disease	123000 	AD
RETREG1	Neuropathy, hereditary sensory and autonomic, type IIB	disease	613115 	AR
NPR3	Boudin-Mortier syndrome	disease	619543 	AR
TARS1	Trichothiodystrophy 7, nonphotosensitive	disease	618546 	AR
SLC45A2	Skin/hair/eye pigmentation 5, dark/light eyes	non-disease	227240 	AR
SLC45A2	Skin/hair/eye pigmentation 5, black/nonblack hair	non-disease	227240 	AR
SLC45A2	Albinism, oculocutaneous, type IV	disease	606574 	AR
SLC45A2	Skin/hair/eye pigmentation 5, dark/fair skin	non-disease	227240 	AR
AMACR	Alpha-methylacyl-CoA racemase deficiency	disease	614307 	AR
AMACR	Bile acid synthesis defect, congenital, 4	disease	214950 	AR
DNAJC21	Bone marrow failure syndrome 3	disease	617052 	AR
AGXT2	Beta-aminoisobutyric acid, urinary excretion of	non-disease	210100 	AR
PRLR	Multiple fibroadenomas of the breast	disease	615554 	AD
PRLR	Hyperprolactinemia	disease	615555 	AR;AD
SPEF2	Spermatogenic failure 43	disease	618751 	AR
IL7R	Severe combined immunodeficiency, T-cell negative, B-cell/natural killer cell-positive type	disease	608971 	AR
LMBRD2	Developmental delay with variable neurologic and brain abnormalities	disease	619694 	AD
NADK2	2,4-dienoyl-CoA reductase deficiency	disease	616034 	AR
SLC1A3	Episodic ataxia, type 6	disease	612656 	AD
NIPBL	Cornelia de Lange syndrome 1	disease	122470 	AD
CPLANE1	Orofaciodigital syndrome VI	disease	277170 	AR
CPLANE1	Joubert syndrome 17	disease	614615 	AR
NUP155	Atrial fibrillation 15	provisional	615770 	AR
GDNF	Hirschsprung disease, susceptibility to, 3	susceptibility	613711 	AD
LIFR	Stuve-Wiedemann syndrome/Schwartz-Jampel type 2 syndrome	disease	601559 	AR
OSMR	Amyloidosis, primary localized cutaneous, 1	disease	105250 	AD
FYB1	Thrombocytopenia 3	disease	273900 	AR
C9	C9 deficiency	disease	613825 	
C9	Macular degeneration, age-related, 15, susceptibility to	susceptibility	615591 	
C7	C7 deficiency	disease	610102 	
C6	C6 deficiency	disease	612446 	
C6	C6 deficiency	disease	612446 	
OXCT1	Succinyl CoA:3-oxoacid CoA transferase deficiency	disease	245050 	AR
GHR	Laron dwarfism	disease	262500 	AR
GHR	Increased responsiveness to growth hormone	disease	604271 	AD
GHR	Growth hormone insensitivity, partial	disease	604271 	AD
GHR	Hypercholesterolemia, familial, modifier of	susceptibility	143890 	AR;AD
NNT	Glucocorticoid deficiency 4, with or without mineralocorticoid deficiency	disease	614736 	AR
FGF10	Aplasia of lacrimal and salivary glands	disease	180920 	AD
FGF10	LADD syndrome	disease	149730 	AD
HCN1	Developmental and epileptic encephalopathy 24	disease	615871 	AD
HCN1	Generalized epilepsy with febrile seizures plus, type 10	disease	618482 	AD
MOCS2	Molybdenum cofactor deficiency B	disease	252160 	AR
NDUFS4	Mitochondrial complex I deficiency, nuclear type 1	disease	252010 	AR
HSPB3	Neuronopathy, distal hereditary motor, type IIC	provisional	613376 	AD
MCIDAS	Ciliary dyskinesia, primary, 42	disease	618695 	AR
CCNO	Ciliary dyskinesia, primary, 29	disease	615872 	AR
IL31RA	Amyloidosis, primary localized cutaneous, 2	provisional	613955 	AD
IL6ST	Hyper-IgE recurrent infection syndrome 4, autosomal recessive	disease	618523 	AR
MAP3K1	46XY sex reversal 6	disease	613762 	AD
PDE4D	Acrodysostosis 2, with or without hormone resistance	disease	614613 	AD
ERCC8	UV-sensitive syndrome 2	disease	614621 	AR
ERCC8	Cockayne syndrome, type A	disease	216400 	AR
NDUFAF2	Mitochondrial complex I deficiency, nuclear type 10	disease	618233 	AR
ZSWIM6	Neurodevelopmental disorder with movement abnormalities, abnormal gait, and autistic features	disease	617865 	AD
ZSWIM6	Acromelic frontonasal dysostosis	disease	603671 	AD
KIF2A	Cortical dysplasia, complex, with other brain malformations 3	disease	615411 	AD
HTR1A	Periodic fever, menstrual cycle dependent	disease	614674 	AD
CWC27	Retinitis pigmentosa with or without skeletal anomalies	disease	250410 	AR
PIK3R1	Immunodeficiency 36	disease	616005 	AD
PIK3R1	Agammaglobulinemia 7, autosomal recessive	provisional	615214 	AR
PIK3R1	SHORT syndrome	disease	269880 	AD
MARVELD2	Deafness, autosomal recessive 49	disease	610153 	AR
OCLN	Pseudo-TORCH syndrome 1	disease	251290 	AR
SMN2	Spinal muscular atrophy, type III, modifier of	susceptibility	253400 	AR
SMN1	Spinal muscular atrophy-2	disease	253550 	AR
SMN1	Spinal muscular atrophy-4	disease	271150 	AR
SMN1	Spinal muscular atrophy-3	disease	253400 	AR
SMN1	Spinal muscular atrophy-1	disease	253300 	AR
BDP1	Deafness, autosomal recessive 112	provisional	618257 	AR
MCCC2	3-Methylcrotonyl-CoA carboxylase 2 deficiency	disease	210210 	AR
CARTPT	Obesity, susceptibility to	susceptibility	601665 	AR;AD;MF
MAP1B	Periventricular nodular heterotopia 9	disease	618918 	AD
HEXB	Sandhoff disease, infantile, juvenile, and adult forms	disease	268800 	AR
GFM2	Combined oxidative phosphorylation deficiency 39	disease	618397 	AR
HMGCR	Statins	non-disease	attenuated cholesterol lowering by] 	
HMGCR	Statins	non-disease	attenuated cholesterol lowering by] 	
CERT1	Intellectual developmental disorder, autosomal dominant 34	disease	616351 	AD
PDE8B	Pigmented nodular adrenocortical disease, primary, 3	disease	614190 	
PDE8B	Striatal degeneration, autosomal dominant	disease	609161 	AD
AP3B1	Hermansky-Pudlak syndrome 2	disease	608233 	AR
ARSB	Mucopolysaccharidosis type VI (Maroteaux-Lamy)	disease	253200 	AR
DMGDH	Dimethylglycine dehydrogenase deficiency	disease	605850 	AR
DHFR	Megaloblastic anemia due to dihydrofolate reductase deficiency	disease	613839 	AR
MSH3	Familial adenomatous polyposis 4	disease	617100 	AR
MSH3	Endometrial carcinoma, somatic	disease	608089 	
RPS23	Brachycephaly, trichomegaly, and developmental delay	disease	617412 	AD
XRCC4	Short stature, microcephaly, and endocrine dysfunction	disease	616541 	AR
VCAN	Wagner syndrome 1	disease	143200 	AD
RASA1	Capillary malformation-arteriovenous malformation 1	disease	608354 	AD
RASA1	Basal cell carcinoma, somatic	disease	605462 	
MEF2C	Chromosome 5q14.3 deletion syndrome	disease	613443 	AD
MEF2C	Neurodevelopmental disorder with hypotonia, stereotypic hand movements, and impaired language	disease	613443 	AD
ADGRV1	Usher syndrome, type 2C	disease	605472 	AR;DD
ADGRV1	Usher syndrome, type 2C, GPR98/PDZD7 digenic	disease	605472 	AR;DD
ADGRV1	Febrile seizures, familial, 4	provisional	604352 	AD
NR2F1	Bosch-Boonstra-Schaaf optic atrophy syndrome	disease	615722 	AD
KIAA0825	Polydactyly, postaxial, type A10	disease	618498 	AR
TTC37	Trichohepatoenteric syndrome 1	disease	222470 	AR
ARSK	Mucopolysaccharidosis, type X	disease	619698 	AR
PCSK1	Obesity with impaired prohormone processing	disease	600955 	AR
PCSK1	Obesity, susceptibility to, BMIQ12	susceptibility	612362 	
CAST	Peeling skin with leukonychia, acral punctate keratoses, cheilitis, and knuckle pads	disease	616295 	AR
CHD1	Pilarowski-Bjornsson syndrome	disease	617682 	AD
PPIP5K2	Deafness, autosomal recessive 100	disease	618422 	AR
SLC25A46	Neuropathy, hereditary motor and sensory, type VIB	disease	616505 	AR
SLC25A46	Pontocerebellar hypoplasia, type 1E	disease	619303 	AR
WDR36	Glaucoma 1, open angle, G	disease	609887 	
APC	Colorectal cancer, somatic	disease	114500 	
APC	Brain tumor-polyposis syndrome 2	disease	175100 	AD
APC	Desmoid disease, hereditary	disease	135290 	AD
APC	Adenoma, periampullary, somatic	disease	175100 	
APC	Hepatoblastoma, somatic	disease	114550 	
APC	Gastric cancer, somatic	disease	613659 	
APC	Gastric adenocarcinoma and proximal polyposis of the stomach	disease	619182 	AD
APC	Gardner syndrome	disease	175100 	AD
APC	Adenomatous polyposis coli	disease	175100 	AD
MCC	Colorectal cancer, somatic	disease	114500 	
TRIM36	Anencephaly 1	provisional	206500 	AR
HSD17B4	D-bifunctional protein deficiency	disease	261515 	AR
HSD17B4	Perrault syndrome 1	disease	233400 	AR
LOX	Aortic aneurysm, familial thoracic 10	disease	617168 	AD
PRDM6	Patent ductus arteriosus 3	disease	617039 	AD
CEP120	Short-rib thoracic dysplasia 13 with or without polydactyly	disease	616300 	AR
CEP120	Joubert syndrome 31	disease	617761 	AR
ALDH7A1	Epilepsy, pyridoxine-dependent	disease	266100 	AR
LMNB1	Leukodystrophy, adult-onset, autosomal dominant	disease	169500 	AD
LMNB1	Microcephaly 26, primary, autosomal dominant	disease	619179 	AD
MEGF10	Myopathy, areflexia, respiratory distress, and dysphagia, early-onset, mild variant	disease	614399 	AR
MEGF10	Myopathy, areflexia, respiratory distress, and dysphagia, early-onset	disease	614399 	AR
SLC12A2	Kilquist syndrome	disease	619080 	AR
SLC12A2	Delpire-McNeill syndrome	disease	619083 	AD
SLC12A2	Deafness, autosomal dominant 78	disease	619081 	AD
FBN2	Macular degeneration, early-onset	disease	616118 	AD
FBN2	Contractural arachnodactyly, congenital	disease	121050 	AD
HINT1	Neuromyotonia and axonal neuropathy, autosomal recessive	disease	137200 	AR
LYRM7	Mitochondrial complex III deficiency, nuclear type 8	disease	615838 	AR
FNIP1	Immunodeficiency 93 and hypertrophic cardiomyopathy	disease	619705 	
ACSL6	Immunodeficiency 93 and hypertrophic cardiomyopathy	disease	619705 	
ACSL6	Myelogenous leukemia	disease	acute 	
P4HA2	Myopia 25, autosomal dominant	disease	617238 	AD
PDLIM4	Osteoporosis, susceptibility to	susceptibility	166710 	AD
SLC22A4	Rheumatoid arthritis, susceptibility to	susceptibility	180300 	
SLC22A5	Carnitine deficiency, systemic primary	disease	212140 	AR
IRF1	Nonsmall cell lung cancer, somatic	disease	211980 	
IRF1	Myelodysplastic syndrome	disease	preleukemic 	
IRF1	Gastric cancer, somatic	disease	613659 	
IRF1	Myelogenous leukemia	disease	acute 	
RAD50	Nijmegen breakage syndrome-like disorder	disease	613078 	AR
IL13	Asthma, susceptibility to	susceptibility	600807 	AD
IL13	Allergic rhinitis, susceptibility to	susceptibility	607154 	
GDF9	Premature ovarian failure 14	provisional	618014 	AR
UQCRQ	Mitochondrial complex III deficiency, nuclear type 4	disease	615159 	AR
AFF4	CHOPS syndrome	disease	616368 	AD
PPP2CA	Neurodevelopmental disorder and language delay with or without structural brain abnormalities	disease	618354 	AD
SAR1B	Chylomicron retention disease	disease	246700 	AR
PITX1	Liebenberg syndrome	disease	186550 	AD
PITX1	Clubfoot, congenital, with or without deficiency of long bones and/or mirror-image polydactyly	disease	119800 	AD
TGFBI	Corneal dystrophy, Avellino type	disease	607541 	AD
TGFBI	Corneal dystrophy, Reis-Bucklers type	disease	608470 	AD
TGFBI	Corneal dystrophy, Thiel-Behnke type	disease	602082 	AD
TGFBI	Corneal dystrophy, Groenouw type I	disease	121900 	AD
TGFBI	Corneal dystrophy, epithelial basement membrane	disease	121820 	AD
TGFBI	Corneal dystrophy, lattice type I	disease	122200 	AD
TGFBI	Corneal dystrophy, lattice type IIIA	disease	608471 	AD
KLHL3	Pseudohypoaldosteronism, type IID	disease	614495 	AR;AD
MYOT	Myopathy, myofibrillar, 3	disease	609200 	AD
MYOT	Myopathy, spheroid body	disease	182920 	AD
KIF20A	Cardiomyopathy, familial restrictive, 6	provisional	619433 	AR
KDM3B	Diets-Jongmans syndrome	disease	618846 	AD
REEP2	Spastic paraplegia 72, autosomal dominant	provisional	615625 	AR;AD
REEP2	Spastic paraplegia 72, autosomal recessive	provisional	615625 	AR;AD
HSPA9	Even-plus syndrome	disease	616854 	AR
HSPA9	Anemia, sideroblastic, 4	disease	182170 	AD
CTNNA1	Macular dystrophy, patterned, 2	disease	608970 	AD
SIL1	Marinesco-Sjogren syndrome	disease	248800 	AR
MATR3	Amyotrophic lateral sclerosis 21	disease	606070 	AD
STING1	STING-associated vasculopathy, infantile-onset	disease	615934 	AD
PURA	Neurodevelopmental disorder with neonatal respiratory insufficiency, hypotonia, and feeding difficulties	disease	616158 	AD
HBEGF	Diphtheria	susceptibility	susceptibility to} 	
NDUFA2	Mitochondrial complex I deficiency, nuclear type 13	disease	618235 	AR
HARS1	Charcot-Marie-Tooth disease, axonal, type 2W	disease	616625 	AD
HARS1	Usher syndrome type 3B	disease	614504 	AR
HARS2	Perrault syndrome 2	disease	614926 	AR
DIAPH1	Deafness, autosomal dominant 1, with or without thrombocytopenia	disease	124900 	AD
DIAPH1	Seizures, cortical blindness, microcephaly syndrome	disease	616632 	AR
PCDH12	Diencephalic-mesencephalic junction dysplasia syndrome 1	disease	251280 	AR
SPRY4	Hypogonadotropic hypogonadism 17 with or without anosmia	disease	615266 	AD
ARHGAP26	Leukemia, juvenile myelomonocytic, somatic	disease	607785 	
NR3C1	Glucocorticoid resistance	disease	615962 	AD
YIPF5	Microcephaly, epilepsy, and diabetes syndrome 2	disease	619278 	AR
GRXCR2	Deafness, autosomal recessive 101	provisional	615837 	AR
LARS1	Infantile liver failure syndrome 1	provisional	615438 	AR
POU4F3	Deafness, autosomal dominant 15	disease	602459 	AD
PPP2R2B	Spinocerebellar ataxia 12	disease	604326 	AD
SPINK1	Tropical calcific pancreatitis	disease	608189 	AR;AD
SPINK1	Pancreatitis, hereditary	disease	167800 	AD
SPINK1	Fibrocalculous pancreatic diabetes, susceptibility to	susceptibility	608189 	AR;AD
SCGB3A2	Asthma, susceptibility to	susceptibility	600807 	AD
SPINK5	Netherton syndrome	disease	256500 	AR
FBXO38	Neuronopathy, distal hereditary motor, type IID	disease	615575 	AD
ADRB2	Beta-2-adrenoreceptor agonist	disease	reduced response to 	
ADRB2	Obesity, susceptibility to	susceptibility	601665 	AR;AD;MF
ADRB2	Asthma, nocturnal, susceptibility to	susceptibility	600807 	AD
SH3TC2	Charcot-Marie-Tooth disease, type 4C	disease	601596 	AR
SH3TC2	Mononeuropathy of the median nerve, mild	disease	613353 	AD
PDE6A	Retinitis pigmentosa 43	disease	613810 	
SLC26A2	Epiphyseal dysplasia, multiple, 4	disease	226900 	AR
SLC26A2	De la Chapelle dysplasia	disease	256050 	AR
SLC26A2	Diastrophic dysplasia	disease	222600 	AR
SLC26A2	Diastrophic dysplasia, broad bone-platyspondylic variant	disease	222600 	AR
SLC26A2	Achondrogenesis Ib	disease	600972 	AR
SLC26A2	Atelosteogenesis, type II	disease	256050 	AR
CSF1R	Brain abnormalities, neurodegeneration, and dysosteosclerosis	disease	618476 	AR
CSF1R	Leukoencephalopathy, diffuse hereditary, with spheroids 1	disease	221820 	AD
PDGFRB	Premature aging syndrome, Penttinen type	disease	601812 	AD
PDGFRB	Kosaki overgrowth syndrome	disease	616592 	AD
PDGFRB	Myofibromatosis, infantile, 1	disease	228550 	AD
PDGFRB	Basal ganglia calcification, idiopathic, 4	disease	615007 	AD
PDGFRB	Myeloproliferative disorder with eosinophilia	disease	131440 	AD
CAMK2A	Mental retardation, autosomal dominant 53	disease	617798 	AD
CAMK2A	Mental retardation, autosomal recessive 63	provisional	618095 	AR
TCOF1	Treacher Collins syndrome 1	disease	154500 	AD
RPS14	Macrocytic anemia, refractory, due to 5q deletion, somatic	disease	153550 	
NDST1	Mental retardation, autosomal recessive 46	disease	616116 	AR
IRGM	Mycobacterium tuberculosis, protection against	susceptibility	607948 	
IRGM	Inflammatory bowel disease (Crohn disease) 19	susceptibility	612278 	
GM2A	GM2-gangliosidosis, AB variant	disease	272750 	AR
SLC36A2	Iminoglycinuria, digenic	disease	242600 	AR;DR
SLC36A2	Hyperglycinuria	disease	138500 	AD
FAT2	Spinocerebellar ataxia 45	disease	617769 	AD
SPARC	Osteogenesis imperfecta, type XVII	disease	616507 	AR
GLRA1	Hyperekplexia 1	disease	149400 	AR;AD
GEMIN5	Neurodevelopmental disorder with cerebellar atrophy and motor dysfunction	disease	619333 	AR
SGCD	Cardiomyopathy, dilated, 1L	disease	606685 	
SGCD	Muscular dystrophy, limb-girdle, autosomal recessive 6	disease	601287 	AR
HAVCR2	T-cell lymphoma, subcutaneous panniculitis-like	disease	618398 	AR
ITK	Lymphoproliferative syndrome 1	disease	613011 	AR
CYFIP2	Developmental and epileptic encephalopathy 65	disease	618008 	AD
NIPAL4	Ichthyosis, congenital, autosomal recessive 6	disease	612281 	AR
THG1L	Spinocerebellar ataxia, autosomal recessive 28	disease	618800 	AR
LSM11	Aicardi-Goutieres syndrome 8	provisional	619486 	AR
IL12B	Immunodeficiency 29, mycobacteriosis	disease	614890 	AR
GABRB2	Developmental and epileptic encephalopathy 92	disease	617829 	AD
GABRA1	Epilepsy, juvenile myoclonic, susceptibility to, 5	susceptibility	611136 	
GABRA1	Developmental and epileptic encephalopathy 19	disease	615744 	AD
GABRA1	Epilepsy, childhood absence, susceptibility to, 4	susceptibility	611136 	
GABRG2	Developmental and epileptic encephalopathy 74	disease	618396 	AD
GABRG2	Febrile seizures, familial, 8	disease	607681 	AD
GABRG2	Generalized epilepsy with febrile seizures plus, type 3	disease	607681 	AD
HMMR	Breast cancer, susceptibility to	susceptibility	114480 	SMU;AD
WWC1	Memory, enhanced, QTL	non-disease	615602 	
RARS1	Leukodystrophy, hypomyelinating, 9	disease	616140 	AR
DOCK2	Immunodeficiency 40	disease	616433 	AR
FOXI1	Enlarged vestibular aqueduct	disease	600791 	AR
LCP2	Immunodeficiency 81	provisional	619374 	AR
KCNMB1	Hypertension, diastolic, resistance to	susceptibility	608622 	AD
NPM1	Leukemia, acute myeloid, somatic	disease	601626 	
FBXW11	Neurodevelopmental, jaw, eye, and digital syndrome	disease	618914 	AD
SH3PXD2B	Frank-ter Haar syndrome	disease	249420 	AR
ERGIC1	Arthrogryposis multiplex congenita 2, neurogenic type	provisional	208100 	AR
NKX2-5	Hypoplastic left heart syndrome 2	disease	614435 	AD
NKX2-5	Tetralogy of Fallot	disease	187500 	AD
NKX2-5	Hypothyroidism, congenital nongoitrous, 5	disease	225250 	AD
NKX2-5	Conotruncal heart malformations, variable	disease	217095 	
NKX2-5	Ventricular septal defect 3	disease	614432 	AD
NKX2-5	Atrial septal defect 7, with or without AV conduction defects	disease	108900 	AD
MSX2	Parietal foramina with cleidocranial dysplasia	disease	168550 	AD
MSX2	Craniosynostosis 2	disease	604757 	AD
MSX2	Parietal foramina 1	disease	168500 	AD
SNCB	Dementia, Lewy body	disease	127750 	AD
FGFR4	Dementia, Lewy body	disease	127750 	AD
NSD1	Sotos syndrome 1	disease	117550 	AD
SLC34A1	Fanconi renotubular syndrome 2	provisional	613388 	AR
SLC34A1	Hypercalcemia, infantile, 2	disease	616963 	AR
SLC34A1	Nephrolithiasis/osteoporosis, hypophosphatemic, 1	disease	612286 	AD
F12	Angioedema, hereditary, 3	disease	610618 	AD
F12	Factor XII deficiency	disease	234000 	AR
DDX41	Myeloproliferative/lymphoproliferative neoplasms, familial (multiple types), susceptibility to	susceptibility	616871 	AD
B4GALT7	Ehlers-Danlos syndrome, spondylodysplastic type, 1	disease	130070 	AR
PROP1	Pituitary hormone deficiency, combined, 2	disease	262600 	AR
NHP2	Dyskeratosis congenita, autosomal recessive 2	disease	613987 	AR
PHYKPL	Phosphohydroxylysinuria	non-disease	615011 	
GRM6	Night blindness, congenital stationary (complete), 1B, autosomal recessive	disease	257270 	AR
ADAMTS2	Ehlers-Danlos syndrome, dermatosparaxis type	disease	225410 	AR
LTC4S	Leukotriene C4 synthase deficiency	disease	614037 	AR
SQSTM1	Neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset	disease	617145 	AR
SQSTM1	Frontotemporal dementia and/or amyotrophic lateral sclerosis 3	disease	616437 	AD
SQSTM1	Myopathy, distal, with rimmed vacuoles	disease	617158 	AD
SQSTM1	Paget disease of bone 3	disease	167250 	AD
FLT4	Hemangioma, capillary infantile, somatic	disease	602089 	
FLT4	Lymphatic malformation 1	disease	153100 	AD
FLT4	Congenital heart defects, multiple types, 7	disease	618780 	AD
IRF4	Skin/hair/eye pigmentation, variation in, 8	non-disease	611724 	
EXOC2	Neurodevelopmental disorder with dysmorphic facies and cerebellar hypoplasia	disease	619306 	AR
FOXC1	Axenfeld-Rieger syndrome, type 3	disease	602482 	AD
FOXC1	Anterior segment dysgenesis 3, multiple subtypes	disease	601631 	AD
SERPINB6	Deafness, autosomal recessive 91	provisional	613453 	AR
NQO2	Breast cancer susceptibility	susceptibility	114480 	SMU;AD
RIPK1	Immunodeficiency 57 with autoinflammation	disease	618108 	AR
RIPK1	Autoinflammation with episodic fever and lymphadenopathy	disease	618852 	AD
TUBB2A	Cortical dysplasia, complex, with other brain malformations 5	disease	615763 	AD
TUBB2B	Cortical dysplasia, complex, with other brain malformations 7	disease	610031 	AD
LYRM4	Combined oxidative phosphorylation deficiency 19	provisional	615595 	AR
FARS2	Combined oxidative phosphorylation deficiency 14	disease	614946 	AR
FARS2	Spastic paraplegia 77, autosomal recessive	disease	617046 	AR
F13A1	Factor XIIIA deficiency	disease	613225 	AR
F13A1	Myocardial infarction, protection against	susceptibility	608446 	
F13A1	Venous thrombosis, protection against	susceptibility	188050 	AD
DSP	Arrhythmogenic right ventricular dysplasia 8	disease	607450 	AD
DSP	Skin fragility-woolly hair syndrome	disease	607655 	AR
DSP	Epidermolysis bullosa, lethal acantholytic	disease	609638 	AR
DSP	Keratosis palmoplantaris striata II	disease	612908 	AD
DSP	Dilated cardiomyopathy with woolly hair, keratoderma, and tooth agenesis	disease	615821 	AD
DSP	Cardiomyopathy, dilated, with woolly hair and keratoderma	disease	605676 	AR
BLOC1S5	Hermansky-Pudlak syndrome 11	disease	619172 	AR
TFAP2A	Branchiooculofacial syndrome	disease	113620 	AD
GCNT2	Blood group, Ii	non-disease	110800 	AD
GCNT2	Adult i phenotype without cataract	disease	110800 	AD
GCNT2	Cataract 13 with adult i phenotype	disease	116700 	AR
MAK	Retinitis pigmentosa 62	disease	614181 	AR
GCM2	Hypoparathyroidism, familial isolated 2	disease	618883 	AR;AD
GCM2	Hyperparathyroidism 4	disease	617343 	AD
EDN1	Hyperparathyroidism 4	disease	617343 	AD
EDN1	Question mark ears, isolated	disease	612798 	AD
EDN1	Auriculocondylar syndrome 3	disease	615706 	AR
PHACTR1	Developmental and epileptic encephalopathy 70	disease	618298 	AD
TBC1D7	Macrocephaly/megalencephaly syndrome, autosomal recessive	disease	248000 	AR
DTNBP1	Hermansky-Pudlak syndrome 7	disease	614076 	AR
ATXN1	Spinocerebellar ataxia 1	disease	164400 	AD
